country,city_tier,age,gender,education,household_income_usd,household_size,monthly_energy_bill_usd,appliance_replacement_horizon,env_concern_score,brand_trust,price_sensitivity_score,govt_incentive_awareness,willing_to_purchase_12m,max_willingness_to_pay_usd,adoption_advocate,preferred_financing,service_expectation_days,own_LED,own_SolarHeater,own_InverterAC,own_EnergyStarFridge,own_None,reason_Lowerbills,reason_Environment,reason_Govtrebate,reason_Brandimage,reason_Smartfeatures,reason_Durability,barrier_Highprice,barrier_Fewmodels,barrier_Lowtrust,barrier_Installhassle,barrier_After‑salesdoubts,barrier_None,pref_Inverter,pref_SmartIoT,pref_Compact,pref_RecyclableMaterials,pref_FastService,pref_SolarCompatible,src_OnlineReviews,src_InStoreDemo,src_SocialMedia,src_FriendsFamily,src_GovtPortals,src_InfluencerBlogs,age_group,income_group,bill_group
India,Metro,36,Male,Secondary,21545.0,3,96.17,1-2yr,4,3,1,1,1,2620.0,4,StoreFinance,6,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,36-45,15-30k,80-120
India,Tier2,27,Female,Secondary,21894.0,6,129.02,6-12mo,5,4,4,1,1,2704.0,5,Cash,6,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26-35,15-30k,120+
India,Metro,37,Male,Bachelor,14537.0,8,100.13,1-2yr,3,4,5,0,0,2012.0,4,CreditEMI,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,36-45,<15k,80-120
Singapore,Metro,49,Male,Bachelor,26152.0,1,106.9,<6mo,5,4,4,1,1,3031.0,5,Cash,3,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,46-55,15-30k,80-120
UAE,Metro,33,Male,Bachelor,17883.0,2,84.79,>2yr,3,4,3,0,2,2229.0,3,Cash,5,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,26-35,15-30k,80-120
India,Rural,39,Female,Bachelor,31236.0,3,168.65,>2yr,5,3,3,1,2,3569.0,5,Cash,5,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,36-45,30-50k,120+
India,Metro,26,Female,Diploma,15934.0,3,108.5,1-2yr,4,4,2,1,2,1931.0,4,Cash,8,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,26-35,15-30k,80-120
UAE,Metro,22,Female,Bachelor,46858.0,3,243.56,>2yr,4,3,2,1,2,4977.0,5,Cash,6,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18-25,30-50k,120+
UAE,Metro,36,Male,Postgrad,36094.0,4,183.6,6-12mo,4,2,3,0,1,3773.0,4,CreditEMI,5,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,36-45,30-50k,120+
UAE,Metro,34,Female,Bachelor,39841.0,3,199.6,<6mo,3,5,4,0,0,4006.0,4,StoreFinance,4,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,26-35,30-50k,120+
India,Metro,36,Female,Diploma,18278.0,2,86.77,>2yr,1,1,2,1,0,2228.0,1,StoreFinance,4,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,36-45,15-30k,80-120
India,Metro,18,Male,Bachelor,8323.0,1,40.78,6-12mo,3,3,1,1,1,1289.0,4,Cash,6,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,18-25,<15k,40-80
India,Metro,44,Female,Secondary,17341.0,5,116.99,1-2yr,3,2,3,1,1,2156.0,4,BNPL,4,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,36-45,15-30k,80-120
UAE,Metro,42,Female,Bachelor,16614.0,5,75.22,<6mo,2,4,3,1,0,1952.0,2,CreditEMI,5,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,36-45,15-30k,40-80
India,Rural,50,Female,Bachelor,3588.0,5,35.15,6-12mo,3,4,1,0,1,923.0,2,CreditEMI,4,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,46-55,<15k,<40
India,Rural,36,Female,Secondary,4952.0,5,67.21,>2yr,3,2,5,1,0,903.0,3,StoreFinance,4,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,36-45,<15k,40-80
UAE,Metro,44,Female,Postgrad,52608.0,2,250.83,<6mo,3,2,3,1,1,5365.0,1,Cash,3,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,36-45,50-80k,120+
India,Tier2,18,Male,Bachelor,13966.0,3,58.61,<6mo,1,2,3,0,0,1690.0,1,StoreFinance,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,18-25,<15k,40-80
India,Tier2,32,Male,Secondary,9528.0,6,78.57,>2yr,2,3,2,0,1,1417.0,1,Cash,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,26-35,<15k,40-80
UAE,Metro,33,Male,Bachelor,17987.0,4,97.85,>2yr,4,3,2,1,1,2328.0,4,StoreFinance,7,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,26-35,15-30k,80-120
India,Metro,18,Male,Secondary,24742.0,1,97.83,>2yr,5,3,3,1,1,2880.0,5,CreditEMI,5,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,18-25,15-30k,80-120
India,Metro,34,Male,Bachelor,2537.0,2,11.9,<6mo,2,1,2,1,0,800.0,2,BNPL,5,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,26-35,<15k,<40
India,Tier2,34,Male,Bachelor,12859.0,7,94.83,1-2yr,3,4,5,1,1,1791.0,4,Cash,6,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,26-35,<15k,80-120
India,Tier2,35,Female,Bachelor,22285.0,4,122.42,>2yr,4,2,5,1,1,2633.0,4,CreditEMI,5,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,26-35,15-30k,120+
UAE,Metro,47,Male,Postgrad,67572.0,2,314.77,>2yr,3,2,4,0,0,6754.0,3,Cash,4,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,46-55,50-80k,120+
Singapore,Metro,27,Male,Diploma,36351.0,3,183.07,1-2yr,2,2,3,1,0,3732.0,2,StoreFinance,5,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,26-35,30-50k,120+
India,Tier2,24,Female,Diploma,14175.0,3,87.98,1-2yr,5,2,2,1,1,2204.0,4,CreditEMI,4,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,18-25,<15k,80-120
India,Metro,28,Male,Bachelor,9213.0,4,70.8,>2yr,5,4,3,0,1,1580.0,5,BNPL,3,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,26-35,<15k,40-80
India,Rural,30,Male,Bachelor,10833.0,5,72.23,>2yr,3,2,2,1,0,1428.0,2,BNPL,4,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,26-35,<15k,40-80
India,Rural,33,Male,Diploma,10704.0,2,60.61,1-2yr,4,4,3,0,2,1630.0,4,CreditEMI,7,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,26-35,<15k,40-80
UAE,Metro,38,Male,Bachelor,26566.0,7,167.33,>2yr,3,2,2,0,1,2949.0,3,CreditEMI,7,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,36-45,15-30k,120+
India,Metro,28,Female,Secondary,5405.0,6,56.18,6-12mo,4,2,4,0,1,1033.0,5,BNPL,6,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,26-35,<15k,40-80
India,Rural,47,Male,Bachelor,5635.0,1,54.07,1-2yr,3,4,3,1,1,1206.0,2,StoreFinance,6,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,46-55,<15k,40-80
India,Tier2,40,Male,Secondary,6341.0,4,50.88,1-2yr,4,2,4,1,1,1214.0,4,BNPL,5,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,36-45,<15k,40-80
India,Metro,46,Male,Diploma,5456.0,6,52.65,>2yr,3,4,2,0,1,914.0,2,Cash,3,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,46-55,<15k,40-80
India,Metro,53,Female,Secondary,28118.0,5,159.74,>2yr,3,3,3,1,0,3007.0,4,BNPL,3,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,46-55,15-30k,120+
India,Tier2,34,Female,Secondary,25966.0,5,135.86,1-2yr,4,1,3,0,0,2736.0,4,CreditEMI,6,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,26-35,15-30k,120+
India,Metro,38,Female,Secondary,4238.0,2,24.94,6-12mo,4,2,4,0,0,989.0,3,CreditEMI,2,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,36-45,<15k,<40
Singapore,Metro,36,Female,Bachelor,16521.0,6,82.02,>2yr,5,4,4,0,2,2033.0,5,BNPL,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,36-45,15-30k,80-120
India,Tier2,25,Female,Secondary,22790.0,7,153.01,>2yr,3,4,4,0,0,2865.0,3,Cash,7,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,18-25,15-30k,120+
UAE,Metro,31,Female,Bachelor,34945.0,5,180.99,1-2yr,3,4,5,0,1,3831.0,1,Cash,6,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,26-35,30-50k,120+
India,Tier2,39,Male,Bachelor,29137.0,2,152.5,1-2yr,2,3,5,1,0,2976.0,1,CreditEMI,5,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,36-45,15-30k,120+
India,Metro,43,Female,Postgrad,11189.0,3,56.7,6-12mo,5,2,5,1,0,1635.0,4,BNPL,7,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,36-45,<15k,40-80
Singapore,Metro,28,Female,Postgrad,24504.0,6,121.18,1-2yr,5,3,1,0,1,2925.0,4,StoreFinance,3,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,26-35,15-30k,120+
India,Metro,42,Male,Secondary,11034.0,3,59.79,>2yr,2,4,4,0,0,1570.0,4,Cash,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,36-45,<15k,40-80
India,Metro,33,Male,Diploma,35472.0,2,159.0,6-12mo,2,4,5,0,1,3569.0,2,StoreFinance,7,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,26-35,30-50k,120+
India,Metro,38,Male,Secondary,8658.0,4,65.79,1-2yr,5,3,5,1,2,1569.0,5,CreditEMI,3,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,36-45,<15k,40-80
India,Metro,29,Male,Bachelor,92860.0,3,451.44,6-12mo,5,2,3,0,2,9286.0,5,BNPL,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,26-35,80k+,120+
Singapore,Metro,40,Other,Postgrad,38851.0,2,179.43,1-2yr,2,2,2,1,0,4027.0,3,CreditEMI,2,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36-45,30-50k,120+
Singapore,Metro,39,Female,Postgrad,16186.0,5,90.58,>2yr,3,3,1,0,1,2047.0,2,CreditEMI,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,36-45,15-30k,80-120
India,Metro,50,Female,Diploma,14246.0,3,97.37,1-2yr,4,2,2,0,0,2012.0,5,BNPL,4,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,46-55,<15k,80-120
UAE,Metro,53,Female,Bachelor,45099.0,6,237.97,6-12mo,2,5,3,1,1,4468.0,1,BNPL,3,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,46-55,30-50k,120+
UAE,Metro,25,Male,Bachelor,15741.0,2,87.11,>2yr,4,3,2,1,2,2035.0,4,StoreFinance,8,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,18-25,15-30k,80-120
India,Metro,27,Male,Bachelor,5755.0,3,38.35,<6mo,5,4,1,0,1,1214.0,5,StoreFinance,9,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,26-35,<15k,<40
UAE,Metro,18,Male,Bachelor,25842.0,4,131.49,6-12mo,2,4,4,0,1,2906.0,4,StoreFinance,4,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,18-25,15-30k,120+
India,Metro,43,Male,Bachelor,8804.0,5,71.81,<6mo,2,2,3,0,0,1587.0,3,CreditEMI,8,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,36-45,<15k,40-80
India,Metro,39,Male,Bachelor,13127.0,4,94.6,6-12mo,4,2,3,1,2,1845.0,3,StoreFinance,5,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,36-45,<15k,80-120
UAE,Metro,47,Female,Postgrad,23720.0,6,131.58,1-2yr,4,4,4,1,2,2671.0,2,StoreFinance,5,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,46-55,15-30k,120+
India,Metro,18,Male,Bachelor,8277.0,4,48.54,<6mo,3,3,3,0,0,1326.0,2,Cash,3,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,18-25,<15k,40-80
UAE,Metro,36,Male,Bachelor,24695.0,3,121.55,6-12mo,3,4,2,1,1,2801.0,2,Cash,3,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,36-45,15-30k,120+
India,Metro,31,Male,Bachelor,11042.0,3,65.82,6-12mo,5,1,3,1,0,1681.0,4,Cash,4,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,26-35,<15k,40-80
India,Metro,41,Male,Secondary,4199.0,4,23.6,1-2yr,4,5,5,1,1,991.0,4,StoreFinance,6,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,36-45,<15k,<40
UAE,Metro,38,Female,Bachelor,27069.0,4,127.68,1-2yr,2,3,4,0,0,2924.0,2,Cash,6,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,36-45,15-30k,120+
India,Rural,47,Female,Secondary,10335.0,4,64.54,1-2yr,2,5,2,1,1,3312.143595004841,2,BNPL,6,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,46-55,<15k,40-80
India,Metro,21,Female,Postgrad,17124.0,4,95.86,6-12mo,3,4,2,1,1,2067.0,1,CreditEMI,9,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18-25,15-30k,80-120
India,Tier2,33,Male,Bachelor,11746.0,7,86.99,<6mo,3,2,2,1,1,1569.0,4,CreditEMI,6,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,26-35,<15k,80-120
Singapore,Metro,33,Female,Bachelor,16454.0,5,100.58,6-12mo,3,3,3,1,1,2048.0,2,BNPL,7,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,26-35,15-30k,80-120
India,Rural,44,Male,Bachelor,11564.0,4,69.44,6-12mo,3,2,5,0,1,1793.0,5,CreditEMI,6,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,36-45,<15k,40-80
Singapore,Metro,34,Male,Bachelor,36092.0,6,187.86,>2yr,4,5,3,0,2,4013.0,4,CreditEMI,2,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,26-35,30-50k,120+
India,Tier2,48,Male,Postgrad,10591.0,5,75.47,1-2yr,2,3,3,1,1,1417.0,2,StoreFinance,5,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,46-55,<15k,40-80
India,Tier2,36,Male,Diploma,17027.0,2,86.88,6-12mo,4,4,2,1,0,2236.0,2,StoreFinance,6,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,36-45,15-30k,80-120
India,Metro,37,Other,Bachelor,8533.0,4,67.0,<6mo,3,2,3,0,0,1335.0,1,Cash,5,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,36-45,<15k,40-80
UAE,Metro,43,Male,Bachelor,13644.0,4,95.97,1-2yr,1,4,5,1,1,1855.0,2,CreditEMI,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,36-45,<15k,80-120
India,Tier2,31,Male,Bachelor,9815.0,4,73.17,>2yr,4,2,2,1,1,1605.0,3,BNPL,4,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,26-35,<15k,40-80
India,Tier2,40,Female,Bachelor,6484.0,7,63.72,1-2yr,4,3,2,1,1,1187.0,3,CreditEMI,7,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,36-45,<15k,40-80
UAE,Metro,31,Male,Bachelor,25559.0,6,137.24,1-2yr,3,3,3,0,0,2969.0,4,CreditEMI,5,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,26-35,15-30k,120+
India,Metro,33,Male,Diploma,5231.0,8,73.73,>2yr,5,2,3,1,1,1302.0,5,CreditEMI,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,26-35,<15k,40-80
India,Tier2,18,Female,Diploma,10210.0,5,65.67,6-12mo,3,4,3,0,1,1434.0,1,StoreFinance,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18-25,<15k,40-80
India,Tier2,37,Male,Bachelor,26409.0,2,119.35,>2yr,4,3,4,0,1,3041.0,5,CreditEMI,7,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,36-45,15-30k,80-120
India,Tier2,32,Female,Secondary,11147.0,5,59.58,1-2yr,5,4,3,0,0,1666.0,5,CreditEMI,4,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,26-35,<15k,40-80
India,Metro,44,Male,Diploma,6449.0,4,51.04,>2yr,5,4,4,1,0,1428.0,5,BNPL,5,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,36-45,<15k,40-80
UAE,Metro,52,Male,Bachelor,37997.0,4,189.47,>2yr,4,3,2,1,2,4143.0,4,CreditEMI,4,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,46-55,30-50k,120+
India,Tier2,37,Male,Diploma,5239.0,4,43.02,6-12mo,2,3,3,1,0,936.0,3,StoreFinance,5,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,36-45,<15k,40-80
India,Tier2,41,Female,Diploma,11588.0,4,74.81,1-2yr,3,3,1,1,0,1736.0,4,CreditEMI,6,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,36-45,<15k,40-80
India,Tier2,33,Female,Secondary,40630.0,1,185.87,6-12mo,3,3,3,1,1,4262.0,1,CreditEMI,3,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,26-35,30-50k,120+
UAE,Metro,32,Male,Postgrad,22822.0,3,117.34,>2yr,5,3,3,1,2,2893.0,5,CreditEMI,4,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,26-35,15-30k,80-120
India,Rural,32,Male,Bachelor,5850.0,7,74.34,6-12mo,2,3,2,1,0,1165.0,1,CreditEMI,5,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,26-35,<15k,40-80
UAE,Metro,35,Female,Postgrad,29830.0,4,152.59,6-12mo,4,3,3,0,1,3346.0,4,StoreFinance,2,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,26-35,15-30k,120+
Singapore,Metro,41,Female,Postgrad,20386.0,4,113.87,1-2yr,4,3,2,1,0,2441.0,3,CreditEMI,2,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,36-45,15-30k,80-120
UAE,Metro,52,Female,Bachelor,29813.0,2,129.26,6-12mo,3,3,4,0,1,3129.0,4,Cash,5,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,46-55,15-30k,120+
Singapore,Metro,46,Male,Bachelor,45361.0,4,229.44,6-12mo,4,4,3,1,2,4721.0,2,Cash,6,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,46-55,30-50k,120+
India,Metro,36,Male,Bachelor,8336.0,5,71.85,1-2yr,5,2,3,1,1,1476.0,4,Cash,3,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,36-45,<15k,40-80
India,Metro,37,Female,Postgrad,53505.0,2,259.13,<6mo,4,4,3,1,2,5679.0,5,Cash,8,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,36-45,50-80k,120+
India,Metro,18,Female,Secondary,25254.0,5,148.21,>2yr,3,3,3,1,0,2676.0,2,CreditEMI,6,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,18-25,15-30k,120+
UAE,Metro,51,Female,Diploma,31288.0,6,166.54,6-12mo,4,2,3,1,2,3379.0,4,BNPL,4,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,46-55,30-50k,120+
India,Metro,56,Male,Bachelor,5204.0,5,32.77,<6mo,3,4,3,0,0,1106.0,4,BNPL,4,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,56+,<15k,<40
India,Metro,37,Male,Diploma,7378.0,6,71.14,6-12mo,4,2,3,0,1,1158.0,4,Cash,5,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,36-45,<15k,40-80
UAE,Metro,37,Male,Diploma,6197.0,6,47.24,<6mo,2,2,5,1,0,1165.0,1,CreditEMI,6,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,36-45,<15k,40-80
India,Metro,18,Female,Bachelor,9242.0,5,66.95,1-2yr,3,3,3,0,1,1248.0,2,BNPL,5,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,18-25,<15k,40-80
India,Metro,31,Female,Bachelor,24946.0,8,170.42,6-12mo,2,3,3,0,0,2723.0,2,BNPL,4,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,26-35,15-30k,120+
India,Metro,27,Female,Bachelor,12540.0,4,77.41,1-2yr,3,2,2,1,0,5466.861322235481,3,CreditEMI,4,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,26-35,<15k,40-80
India,Rural,27,Male,Diploma,53184.0,1,261.25,<6mo,3,3,2,0,1,5182.0,1,StoreFinance,5,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,26-35,50-80k,120+
India,Tier2,30,Male,Secondary,19498.0,3,69.28,1-2yr,3,4,3,1,1,2379.0,2,StoreFinance,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,26-35,15-30k,40-80
UAE,Metro,34,Female,Bachelor,40020.0,2,193.37,>2yr,3,4,4,0,0,4186.0,3,CreditEMI,5,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,26-35,30-50k,120+
India,Metro,45,Female,Secondary,22592.0,4,130.41,1-2yr,4,4,3,1,0,2734.0,3,BNPL,7,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,36-45,15-30k,120+
